1,pick_lat,pick_lng
11957,17.3979836,78.5124207
11958,17.4379749,78.3851852
11959,17.4477673,78.3631821
11960,17.4056282,78.4798813
11961,17.4297371,78.4501648
11962,17.4398499,78.395668
11963,17.437088,78.3841858
11964,17.4299507,78.4025955
11965,17.4009228,78.4867554
11966,17.4336357,78.3847275
11967,17.4026871,78.4581833
11968,17.4367657,78.3885117
11969,17.3857841,78.4866791
11970,17.4161339,78.4188461
11971,17.4208298,78.3493729
11972,17.4261856,78.4324417
11973,17.4354038,78.3923874
11974,17.4391785,78.3764114
11975,17.4033184,78.5145187
11976,17.4440842,78.387207
11977,17.4001236,78.4628067
11978,17.3790531,78.4292831
11979,17.4265747,78.5307846
11980,17.4202957,78.4970779
11981,17.3523521,78.5551376
11982,17.4179478,78.4291763
11983,17.4399223,78.4530792
11984,17.4284458,78.4476013
11985,17.4403744,78.505249
11986,17.4377346,78.3555832
11987,17.3680801,78.5369797
11988,17.4258518,78.3414688
11989,17.3993549,78.4091187
11990,17.4256763,78.4235382
11991,17.4626904,78.3479309
11992,17.4249401,78.3787994
11993,17.385067,78.48423
11994,17.422718,78.4278107
11995,17.4863758,78.3861465
11996,17.3969536,78.4518051
11997,17.4372711,78.3997421
11998,17.4485989,78.3568573
11999,17.4581203,78.3710022
12000,17.3861732,78.5256271
12001,17.44277,78.3874207
12002,17.4550533,78.369812
12003,17.4430351,78.5069199
12004,17.4439087,78.4909668
12005,17.4536495,78.3708115
12006,17.4583855,78.3662262
12007,17.4120064,78.4202347
12008,17.4361897,78.4300232
12009,17.4353123,78.4286652
12010,17.4481163,78.388237
12011,17.3817196,78.5120621
12012,17.4347057,78.5008621
12013,17.4564285,78.3759766
12014,17.3774967,78.4803391
12015,17.4158516,78.4335403
12016,17.3743134,78.4839172
12017,17.4816246,78.3921432
12018,17.3919983,78.4862061
12019,17.3744946,78.5301819
12020,17.3740311,78.5269241
12021,17.3923798,78.4690704
12022,17.4490604,78.3925934
12023,17.4429703,78.4969864
12024,17.4493847,78.3735046
12025,17.4277287,78.4318466
12026,17.4408493,78.4937057
12027,17.4550419,78.3699493
12028,17.4509182,78.3818512
12029,17.4457283,78.5059357
12030,17.4618015,78.3424454
12031,17.4337482,78.3846283
12032,17.4331112,78.3858643
12033,17.3828297,78.489502
12034,17.3718987,78.5108185
12035,17.4397945,78.3761139
12036,17.3963375,78.5030746
12037,17.4090919,78.4479446
12038,17.401474,78.4857712
12039,17.4319153,78.4261398
12040,17.4013557,78.4097061
12041,17.4214039,78.4557037
12042,17.4172268,78.4307327
12043,17.4065304,78.4976273
12044,17.4365978,78.519516
12045,17.4427624,78.3698502
12046,17.3836918,78.4660645
12047,17.4378853,78.3830566
12048,17.4250546,78.4224243
12049,17.4179535,78.4526062
12050,17.4175835,78.4556427
12051,17.4543724,78.3712158
12052,17.4536419,78.3707886
12053,17.4814796,78.4120026
12054,17.4157906,78.4127274
12055,17.4286518,78.4263992
12056,17.4836655,78.5474777
12057,17.4566212,78.3689041
12058,17.4027233,78.4621429
12059,17.3886433,78.4159012
12060,17.4355755,78.3821564
12061,17.4150887,78.44944
12062,17.4873943,78.3319855
12063,17.4472637,78.3764191
12064,17.4370613,78.3849106
12065,17.3955669,78.4887924
12066,17.4384708,78.3997574
12067,17.4735985,78.3730545
12068,17.4362888,78.4524612
12069,17.4361515,78.4524689
12070,17.4135914,78.4604645
12071,17.4428482,78.4436951
12072,17.4132996,78.4537277
12073,17.4442539,78.3904877
12074,17.4093742,78.4381714
12075,17.4135075,78.4905014
12076,17.404007,78.4693222
12077,17.4960594,78.3722992
12078,17.4512138,78.4226379
12079,17.4546146,78.3889694
12080,17.4547081,78.3811722
12081,17.4246025,78.4936829
12082,17.4515476,78.3708115
12083,17.3840122,78.4586029
12084,17.3805351,78.5512466
12085,17.4737988,78.5000839
12086,17.3455944,78.5519638
12087,17.4204502,78.3400345
12088,17.4932346,78.4012375
12089,17.43713,78.3840866
12090,17.443222,78.3838425
12091,17.4441414,78.381813
12092,17.4972858,78.4028091
12093,17.3662453,78.5397873
12094,17.4398632,78.3760605
12095,17.4366379,78.3809738
12096,17.4073582,78.4404526
12097,17.394886,78.475647
12098,17.4378796,78.4481964
12099,17.4298763,78.4498062
12100,17.4134216,78.4280014
12101,17.4649506,78.4416962
12102,17.4337444,78.4854355
12103,17.4638824,78.3448029
12104,17.4356556,78.4503632
12105,17.4253178,78.3783112
12106,17.448595,78.3543243
12107,17.4321709,78.4072418
12108,17.3956547,78.4864197
12109,17.4470615,78.3729019
12110,17.4134598,78.4154282
12111,17.4523773,78.3699417
12112,17.4553623,78.4247513
12113,17.3955688,78.4906464
12114,17.443676,78.3917847
12115,17.4279022,78.3420029
12116,17.4043446,78.4521179
12117,17.4402809,78.3924026
12118,17.4013004,78.4734497
12119,17.4226818,78.4287262
12120,17.4250011,78.3788071
12121,17.4918289,78.3961334
12122,17.4013405,78.4734039
12123,17.4132195,78.4479294
12124,17.4046841,78.4610748
12125,17.4016895,78.562355
12126,17.3985081,78.4722214
12127,17.4377842,78.3829422
12128,17.4375286,78.3844604
12129,17.4694176,78.4178314
12130,17.4177208,78.4999313
12131,17.5000687,78.4108887
12132,17.4429855,78.3698425
12133,17.4299603,78.4025269
12134,17.4863453,78.3777008
12135,17.4250832,78.3786469
12136,17.3999958,78.383522
12137,17.3897285,78.4988251
12138,17.450016,78.3654404
12139,17.4018669,78.4910965
12140,17.4236603,78.4583664
12141,17.4422283,78.3774109
12142,17.4830589,78.3931732
12143,17.4221992,78.4625854
12144,17.4236984,78.4938507
12145,17.4184361,78.4909515
12146,17.4090538,78.485405
12147,17.4253521,78.438118
12148,17.4160366,78.4043732
12149,17.4581394,78.3710098
12150,17.4342575,78.3842468
12151,17.4374046,78.3829727
12152,17.4314461,78.4069443
12153,17.4081478,78.4181671
12154,17.4384518,78.3815689
12155,17.4577351,78.3723526
12156,17.4889565,78.3869705
12157,17.472723,78.3876343
12158,17.4343567,78.383812
12159,17.4266968,78.4162827
12160,17.4020309,78.4636307
12161,17.4179268,78.41362
12162,17.4464951,78.3614273
12163,17.4298115,78.3741531
12164,17.4027348,78.4556808
12165,17.4020138,78.4910049
12166,17.4154072,78.4082413
12167,17.4271679,78.4440994
12168,17.4562778,78.3647308
12169,17.4535904,78.3828049
12170,17.4373417,78.3839417
12171,17.4199791,78.4486389
12172,17.3954773,78.4407425
12173,17.4256668,78.4235306
12174,17.4376068,78.4417572
12175,17.4249191,78.3785934
12176,17.4944916,78.3970947
12177,17.4365559,78.4825974
12178,17.4199543,78.4476013
12179,17.4431324,78.3697205
12180,17.4175053,78.4316711
12181,17.3976231,78.4835815
12182,17.3843784,78.4345551
12183,17.4075508,78.4406662
12184,17.4139977,78.424057
12185,17.4293327,78.4316483
12186,17.4360313,78.3820572
12187,17.4483261,78.4965515
12188,17.4106731,78.4977264
12189,17.4377728,78.4508591
12190,17.4425678,78.3701248
12191,17.4412422,78.500412
12192,17.3926086,78.4681702
12193,17.4629955,78.5018845
12194,17.4473076,78.3779449
12195,17.4326553,78.3659515
12196,17.3979759,78.4194565
12197,17.4377403,78.382782
12198,17.4455452,78.4519653
12199,17.4575939,78.3722
12200,17.4051342,78.4766846
12201,17.4248981,78.3787155
12202,17.4475269,78.3746414
12203,17.4260769,78.4215088
12204,17.4477654,78.3634033
12205,17.4205685,78.4113846
12206,17.4092255,78.4512405
12207,17.4232903,78.4489594
12208,17.3961353,78.5199127
12209,17.4500103,78.379509
12210,17.4374657,78.4563675
12211,17.4365559,78.4583588
12212,17.4219818,78.3375168
12213,17.4470806,78.3744888
12214,17.4494343,78.3735657
12215,17.3921089,78.480217
12216,17.4324741,78.3820038
12217,17.3847237,78.4878159
12218,17.436203,78.491066
12219,17.3929977,78.4952393
12220,17.3761044,78.4924011
12221,17.4426994,78.3699722
12222,17.3732681,78.5635986
12223,17.4393139,78.4339905
12224,17.4085369,78.4533386
12225,17.440197,78.3978119
12226,17.4912586,78.4511108
12227,17.4571762,78.3703003
12228,17.4165936,78.5066452
12229,17.4469604,78.3797302
12230,17.4469509,78.373085
12231,17.504755,78.3873978
12232,17.4303398,78.3741226
12233,17.4389439,78.3866653
12234,17.3652039,78.5368729
12235,17.4059753,78.5553665
12236,17.4437866,78.3769302
12237,17.4037704,78.4648819
12238,17.4446239,78.4657898
12239,17.456768,78.339653
12240,17.4012909,78.4745178
12241,17.41712,78.4106369
12242,17.4338169,78.3650742
12243,17.4249268,78.4231186
12244,17.4300308,78.4025269
12245,17.3928318,78.4345322
12246,17.4372215,78.3952942
12247,17.4027824,78.3775635
12248,17.441227,78.4977493
12249,17.4427757,78.3699036
12250,17.440731,78.3984909
12251,17.4463062,78.3633118
12252,17.4504757,78.387207
12253,17.4128475,78.4501419
12254,17.4415073,78.4475555
12255,17.443861,78.3745117
12256,17.4514771,78.371376
12257,17.4854279,78.3992996
12258,17.4494057,78.3735809
12259,17.448082,78.4965286
12260,17.4654217,78.3733978
12261,17.4539909,78.3656235
12262,17.4446316,78.3747253
12263,17.4264355,78.4528503
12264,17.4373436,78.4426956
12265,17.3587189,78.5093842
12266,17.4970551,78.3621216
12267,17.3754177,78.5037918
12268,17.4280014,78.4141235
12269,17.4100742,78.4375381
12270,17.4483871,78.3837509
12271,17.4034786,78.4823151
12272,17.4340172,78.3845749
12273,17.4391041,78.4528122
12274,17.4426937,78.3798447
12275,17.4023724,78.4936905
12276,17.4561939,78.4446487
12277,17.4827423,78.3938828
12278,17.4629612,78.3707199
12279,17.4558773,78.4445114
12280,17.4176884,78.4329071
12281,17.4486084,78.3567352
12282,17.4393044,78.5049057
12283,17.4587975,78.3848038
12284,17.4426727,78.3700256
12285,17.4688492,78.392868
12286,17.4512939,78.3679428
12287,17.4404488,78.3752975
12288,17.4605694,78.3517227
12289,17.4219532,78.4321518
12290,17.4095306,78.4238815
12291,17.3925076,78.4774857
12292,17.4222698,78.3381271
12293,17.4774628,78.3788376
12294,17.4096031,78.4503403
12295,17.4386826,78.442337
12296,17.4399281,78.5085983
12297,17.3700714,78.5150833
12298,17.4172516,78.4521637
12299,17.4256458,78.3419876
12300,17.4321957,78.4250107
12301,17.382616,78.4725723
12302,17.4058266,78.4819412
12303,17.4410763,78.3797607
12304,17.407814,78.4410172
12305,17.407444,78.4603958
12306,17.4079819,78.4496536
12307,17.3939648,78.5096741
12308,17.4094067,78.4507523
12309,17.4528084,78.3635864
12310,17.4413757,78.3810883
12311,17.4542809,78.3712234
12312,17.4273319,78.4395142
12313,17.4154472,78.4545364
12314,17.405901,78.4472198
12315,17.4442482,78.3809357
12316,17.4487057,78.357193
12317,17.4427662,78.3696442
12318,17.4364204,78.3971176
12319,17.3921661,78.5337448
12320,17.437109,78.3849106
12321,17.4195042,78.4419174
12322,17.3557491,78.5306015
12323,17.4116116,78.4078903
12324,17.4524193,78.388237
12325,17.4450912,78.3747482
12326,17.4304314,78.420105
12327,17.4142113,78.4489441
12328,17.3699512,78.4853287
12329,17.4293594,78.3746109
12330,17.4074287,78.4404831
12331,17.4349003,78.3684464
12332,17.4045811,78.510231
12333,17.4260139,78.4185944
12334,17.4075603,78.440773
12335,17.4651756,78.3736877
12336,17.4330502,78.4469452
12337,17.4141998,78.411644
12338,17.448204,78.3743668
12339,17.438694,78.3808517
12340,17.4363861,78.4008942
12341,17.3986263,78.4818344
12342,17.4324856,78.4266815
12343,17.3936367,78.4920731
12344,17.4547386,78.3811417
12345,17.382473,78.4721603
12346,17.426199,78.450798
12347,17.4177647,78.4918518
12348,17.406332,78.4030609
12349,17.4263592,78.4511185
12350,17.4509621,78.3805923
12351,17.4368458,78.3472443
12352,17.4260559,78.4212341
12353,17.4105701,78.423584
12354,17.4667244,78.3829346
12355,17.4087791,78.4559021
12356,17.4371986,78.3844757
12357,17.3947163,78.5000229
12358,17.4374256,78.4434433
12359,17.4583225,78.503746
12360,17.4355316,78.3821716
12361,17.4265938,78.4170303
12362,17.3974304,78.3709793
12363,17.4178944,78.4080811
12364,17.4347401,78.3714981
12365,17.4278927,78.452774
12366,17.4018917,78.4911804
12367,17.4346066,78.4489136
12368,17.4259853,78.4213867
12369,17.4321442,78.4323502
12370,17.4399738,78.3794861
12371,17.4528389,78.3970184
12372,17.4327774,78.4069138
12373,17.3951263,78.4400177
12374,17.3948841,78.47332
12375,17.4548664,78.3810425
12376,17.4085236,78.4896088
12377,17.432766,78.4885101
12378,17.4241581,78.4286194
12379,17.4092464,78.4896164
12380,17.4179554,78.4895401
12381,17.4569092,78.373436
12382,17.4428234,78.3696899
12383,17.4113293,78.4081039
12384,17.4519901,78.3698959
12385,17.4401493,78.4241333
12386,17.4071293,78.5438004
12387,17.4247112,78.4323654
12388,17.4389267,78.3994675
12389,17.4635849,78.5020523
12390,17.4375172,78.3828735
12391,17.4273071,78.4398193
12392,17.4314938,78.3812256
12393,17.3707352,78.512886
12394,17.4560375,78.3767929
12395,17.4362831,78.4011917
12396,17.4337425,78.4458542
12397,17.4488564,78.363472
12398,17.4434013,78.3697128
12399,17.4481468,78.4968338
12400,17.4316902,78.381073
12401,17.4061966,78.4120789
12402,17.4320984,78.4185638
12403,17.4478149,78.3745193
12404,17.4558716,78.4090805
12405,17.4583435,78.3660431
12406,17.412487,78.4793396
12407,17.4318886,78.4473419
12408,17.4297085,78.4882584
12409,17.4158726,78.443573
12410,17.41115,78.4847336
12411,17.4488182,78.3612137
12412,17.4405708,78.3960419
12413,17.4364014,78.4562607
12414,17.3986683,78.4439774
12415,17.450037,78.5356293
12416,17.3946419,78.4398956
12417,17.4406033,78.4481735
12418,17.4804325,78.3199921
12419,17.4410458,78.3979568
12420,17.4589043,78.3847351
12421,17.4269543,78.4511108
12422,17.4259624,78.4213028
12423,17.4485645,78.3570099
12424,17.4491634,78.363678
12425,17.4633236,78.4525681
12426,17.4537544,78.3709869
12427,17.3717003,78.4698868
12428,17.4672089,78.4259872
12429,17.4233894,78.4273529
12430,17.4428082,78.3697205
12431,17.4500961,78.3725891
12432,17.4331875,78.3695908
12433,17.4311237,78.4350815
12434,17.3959675,78.5288162
12435,17.4143353,78.4093781
12436,17.3922272,78.4835587
12437,17.4963245,78.3722916
12438,17.4240589,78.5025635
12439,17.4223652,78.4548187
12440,17.4366016,78.3812027
12441,17.4461193,78.3586502
12442,17.4288883,78.4037323
12443,17.4427471,78.3700867
12444,17.4282722,78.4172668
12445,17.4348259,78.4410934
12446,17.436058,78.5191574
12447,17.4305744,78.3728333
12448,17.3934135,78.437912
12449,17.4176712,78.4423523
12450,17.4327011,78.5061035
12451,17.4588051,78.3670807
12452,17.43923,78.4431076
12453,17.4124889,78.4105453
12454,17.4267292,78.3312531
12455,17.3592415,78.5448914
12456,17.3957806,78.4888153
12457,17.4319553,78.4185562
12458,17.4124851,78.4653397
12459,17.4199028,78.3471909
12460,17.4492588,78.3734818
12461,17.4470215,78.3793793
12462,17.4270172,78.4521484
12463,17.4601097,78.3499451
12464,17.4515896,78.3713684
12465,17.4474201,78.3730164
12466,17.3723545,78.5391006
12467,17.3904018,78.4917297
12468,17.4141273,78.411705
12469,17.412487,78.4105301
12470,17.4185562,78.4481201
12471,17.4212666,78.3451233
12472,17.4478817,78.3745575
12473,17.4577541,78.3725052
12474,17.4501133,78.4989853
12475,17.4091511,78.4329529
12476,17.4109879,78.4324722
12477,17.4354324,78.4552231
12478,17.4332676,78.3864975
12479,17.4395943,78.396286
12480,17.4255867,78.4332657
12481,17.4303532,78.4881287
12482,17.45158,78.371376
12483,17.4353428,78.4452286
12484,17.4611912,78.3669739
12485,17.4344215,78.4561539
12486,17.4370995,78.3748398
12487,17.396986,78.4132004
12488,17.457552,78.3722687
12489,17.4063835,78.4543152
12490,17.4131222,78.4925461
12491,17.4841423,78.3902664
12492,17.435009,78.3431778
12493,17.4240913,78.4431458
12494,17.4427052,78.3699112
12495,17.4315681,78.3812943
12496,17.4026146,78.4620056
12497,17.4256191,78.4234238
12498,17.4530602,78.3704758
12499,17.4837914,78.3895187
12500,17.4471569,78.3729935
12501,17.4146748,78.5017853
12502,17.4277363,78.4317627
12503,17.4355335,78.4545288
12504,17.390295,78.485321
12505,17.4051056,78.4641037
12506,17.3728905,78.5058365
12507,17.439621,78.3957977
12508,17.4092617,78.4294128
12509,17.4535942,78.3707352
12510,17.4566517,78.3688278
12511,17.4045067,78.4489746
12512,17.4340897,78.4215088
12513,17.4427071,78.3699265
12514,17.4441242,78.4712219
12515,17.4181004,78.4131317
12516,17.4661865,78.3634796
12517,17.4487686,78.3576508
12518,17.4274635,78.506813
12519,17.4382915,78.389389
12520,17.4574108,78.3734436
12521,17.3926792,78.4649124
12522,17.4451389,78.4454346
12523,17.438282,78.3797379
12524,17.3727417,78.4178238
12525,17.4235973,78.4944763
12526,17.4318733,78.423172
12527,17.4687347,78.3414307
12528,17.4038525,78.4524307
12529,17.4059181,78.4035721
12530,17.4616623,78.3424988
12531,17.3999729,78.3888092
12532,17.4982853,78.3899307
12533,17.3911114,78.4659729
12534,17.4408226,78.3782272
12535,17.4359913,78.4606934
12536,17.4434776,78.3680191
12537,17.3937721,78.4896545
12538,17.4210377,78.5400925
12539,17.4623737,78.3666992
12540,17.4370861,78.3849411
12541,17.4962978,78.3726654
12542,17.398489,78.3919296
12543,17.4249344,78.4231491
12544,17.3973465,78.4658508
12545,17.49893,78.3953323
12546,17.3705654,78.480835
12547,17.3986473,78.4854507
12548,17.4239597,78.4578552
12549,17.4449196,78.3632507
12550,17.3964176,78.5036011
12551,17.3906975,78.4887314
12552,17.4513092,78.3677444
12553,17.4407387,78.3644333
12554,17.4153957,78.4494476
12555,17.4421806,78.4427261
12556,17.4095631,78.4878616
12557,17.4064312,78.4964142
12558,17.439352,78.4416885
12559,17.4468975,78.3811951
12560,17.4428596,78.3696518
12561,17.4430008,78.369812
12562,17.4407749,78.5051041
12563,17.4365063,78.3469772
12564,17.4095631,78.4924927
12565,17.4032001,78.4600906
12566,17.43503,78.539978
12567,17.3573284,78.5117493
12568,17.3961983,78.5116272
12569,17.4826984,78.318161
12570,17.3661613,78.4976578
12571,17.3919945,78.4801025
12572,17.4934635,78.4254227
12573,17.3982182,78.4932632
12574,17.4403114,78.3753281
12575,17.4620571,78.3697662
12576,17.4057541,78.4705429
12577,17.438179,78.4362717
12578,17.4487076,78.3570633
12579,17.4544067,78.3714371
12580,17.4666595,78.3638077
12581,17.4339733,78.3842316
12582,17.4485931,78.3568344
12583,17.3826447,78.4913025
12584,17.4344025,78.3776169
12585,17.429903,78.4259338
12586,17.4171696,78.4533691
12587,17.4076786,78.4720764
12588,17.4559231,78.3753433
12589,17.442894,78.3696365
12590,17.4384537,78.4567947
12591,17.4278259,78.447403
12592,17.4014931,78.484993
12593,17.4255543,78.3420181
12594,17.4381466,78.3955765
12595,17.4604816,78.354126
12596,17.430954,78.4209595
12597,17.4541283,78.3712463
12598,17.3987942,78.4854202
12599,17.4019203,78.5116577
12600,17.4486084,78.356781
12601,17.4412384,78.4483795
12602,17.4209995,78.4109421
12603,17.4487076,78.3633347
12604,17.4588432,78.3660736
12605,17.4053268,78.4859467
12606,17.4604645,78.3547592
12607,17.410675,78.4853363
12608,17.4677677,78.3851089
12609,17.401577,78.4460602
12610,17.4486504,78.3635178
12611,17.4426346,78.3702087
12612,17.4210587,78.4377899
12613,17.4971218,78.3865585
12614,17.450861,78.3718262
12615,17.4380894,78.38871
12616,17.4453697,78.366188
12617,17.4029579,78.4521942
12618,17.3774471,78.420639
12619,17.4320354,78.4471054
12620,17.4418049,78.3808746
12621,17.4053268,78.476181
12622,17.450119,78.5349655
12623,17.4095249,78.399231
12624,17.4407806,78.4932709
12625,17.48283,78.4138031
12626,17.4143333,78.4459305
12627,17.420948,78.4505234
12628,17.3880787,78.4807892
12629,17.384964,78.4950027
12630,17.4959316,78.3979416
12631,17.4302826,78.4372635
12632,17.4139919,78.4091721
12633,17.407505,78.4768372
12634,17.4684792,78.3670807
12635,17.4963417,78.3720932
12636,17.3980274,78.520813
12637,17.4522076,78.3637619
12638,17.4407902,78.3774796
12639,17.3954315,78.4407043
12640,17.3911171,78.489006
12641,17.4123936,78.460762
12642,17.4406757,78.3687592
12643,17.4333878,78.5066757
12644,17.4469318,78.3730392
12645,17.418047,78.5014801
12646,17.4394245,78.3635788
12647,17.4487572,78.437851
12648,17.4415417,78.3843231
12649,17.4029408,78.4611435
12650,17.3989868,78.4458008
12651,17.4487114,78.3570251
12652,17.4041042,78.4137955
12653,17.3719635,78.4696121
12654,17.4420147,78.3649292
12655,17.3960667,78.4519424
12656,17.4426842,78.3699722
12657,17.4236565,78.4585724
12658,17.4541759,78.3792267
12659,17.4341736,78.5173264
12660,17.4350948,78.4629898
12661,17.3820801,78.5180283
12662,17.4784374,78.3481445
12663,17.4426289,78.3701477
12664,17.393795,78.4967728
12665,17.3993683,78.5061646
12666,17.4299221,78.4103165
12667,17.4259109,78.4113998
12668,17.4480591,78.3744431
12669,17.4426994,78.3699951
12670,17.4525242,78.3699951
12671,17.4485893,78.3568192
12672,17.4370232,78.3849258
12673,17.4487362,78.3568649
12674,17.3988342,78.4855042
12675,17.3687077,78.5250244
12676,17.453783,78.4353943
12677,17.4474888,78.3780594
12678,17.4448433,78.4642334
12679,17.4110126,78.4981384
12680,17.457716,78.373085
12681,17.4274197,78.5074844
12682,17.4174099,78.345665
12683,17.4029121,78.4084854
12684,17.4482899,78.3840256
12685,17.3917274,78.4759979
12686,17.4062386,78.3764954
12687,17.443327,78.3695984
12688,17.4729061,78.3632813
12689,17.4339771,78.3844604
12690,17.4179077,78.4312744
12691,17.4755402,78.5371246
12692,17.3521881,78.5317383
12693,17.4558697,78.3753586
12694,17.395216,78.4754333
12695,17.4335403,78.3662643
12696,17.4989338,78.3888931
12697,17.4157925,78.509613
12698,17.4465885,78.501976
12699,17.4384785,78.3978424
12700,17.4435863,78.3805237
12701,17.418726,78.4026566
12702,17.4458141,78.3517303
12703,17.4581013,78.3712769
12704,17.4300575,78.4418869
12705,17.4930267,78.4594955
12706,17.4258003,78.4491272
12707,17.4923649,78.4088821
12708,17.4558887,78.3731308
12709,17.4375248,78.443428
12710,17.4369659,78.4428177
12711,17.3827267,78.4824753
12712,17.448782,78.3638
12713,17.4537354,78.3709488
12714,17.3900795,78.4931259
12715,17.4547844,78.385704
12716,17.4378242,78.4455338
12717,17.4274578,78.3255463
12718,17.4301071,78.4402008
12719,17.425848,78.4370575
12720,17.4145317,78.5459671
12721,17.4251842,78.3784103
12722,17.4157295,78.4440765
12723,17.4426556,78.3698349
12724,17.3900471,78.4932251
12725,17.397625,78.5163116
12726,17.4423923,78.4415741
12727,17.4560471,78.3647232
12728,17.4373913,78.3842926
12729,17.4318199,78.4205933
12730,17.4510231,78.3672867
12731,17.4538975,78.3660049
12732,17.404335,78.4612503
12733,17.4374294,78.3839951
12734,17.4346352,78.503418
12735,17.4392052,78.3960342
12736,17.4110146,78.432457
12737,17.3906574,78.4616394
12738,17.4090881,78.4235916
12739,17.4294834,78.3248138
12740,17.4485569,78.4240112
12741,17.4344692,78.4197006
12742,17.4333324,78.3865585
12743,17.4673195,78.429039
12744,17.4439049,78.3585815
12745,17.4428616,78.3698425
12746,17.4556065,78.3692932
12747,17.4573441,78.3732529
12748,17.419426,78.3376541
12749,17.3898277,78.4960175
12750,17.3996601,78.4793015
12751,17.4325027,78.382164
12752,17.4023323,78.4834824
12753,17.4427052,78.3699188
12754,17.447506,78.3629913
12755,17.3908939,78.488327
12756,17.4287643,78.5870285
12757,17.4316864,78.4475098
12758,17.3980045,78.5205154
12759,17.4296703,78.4400787
12760,17.4937725,78.4014587
12761,17.3945599,78.5003815
12762,17.4043484,78.461319
12763,17.4464436,78.3632965
12764,17.4528122,78.390831
12765,17.4396324,78.4428635
12766,17.4712868,78.4839325
12767,17.4124756,78.3955536
12768,17.4224205,78.4498901
12769,17.3953533,78.455246
12770,17.4655571,78.4757462
12771,17.4589443,78.3847427
12772,17.417902,78.4127197
12773,17.4403839,78.4818115
12774,17.4578648,78.3708649
12775,17.4690094,78.4433365
12776,17.4412556,78.441658
12777,17.4233418,78.4602509
12778,17.4428024,78.3698425
12779,17.4470253,78.379364
12780,17.4329128,78.4493866
12781,17.3962479,78.5114822
12782,17.4253922,78.4505692
12783,17.3624287,78.4695358
12784,17.4032364,78.5838547
12785,17.3946667,78.4789581
12786,17.4827518,78.5775146
12787,17.4323883,78.3821869
12788,17.4444847,78.4681702
12789,17.4395332,78.3985672
12790,17.4429016,78.4408112
12791,17.4200764,78.347435
12792,17.4106255,78.4852371
12793,17.4187775,78.3827591
12794,17.4382896,78.3645401
12795,17.3907127,78.490303
12796,17.4104786,78.5368729
12797,17.4409313,78.3797455
12798,17.4429436,78.3699646
12799,17.3996048,78.4218369
12800,17.44454,78.3860245
12801,17.447237,78.3586426
12802,17.4522495,78.3637924
12803,17.4398117,78.3950577
12804,17.4242992,78.4613953
12805,17.4072666,78.440239
12806,17.4427567,78.3699036
12807,17.4469242,78.3730392
12808,17.4087601,78.5062637
12809,17.4385719,78.3807831
12810,17.4524078,78.3877106
12811,17.3763218,78.4755402
12812,17.3914089,78.3781281
12813,17.4183006,78.3706436
12814,17.3569813,78.5346909
12815,17.4544525,78.4283447
12816,17.4054813,78.4762192
12817,17.4984665,78.3880692
12818,17.4470119,78.373848
12819,17.4535904,78.4352798
12820,17.4457359,78.3853302
12821,17.4088707,78.4486618
12822,17.4242992,78.4361877
12823,17.4077072,78.472641
12824,17.4113483,78.5073547
12825,17.4489975,78.5088501
12826,17.4427586,78.3704529
12827,17.4485512,78.3639755
12828,17.3923054,78.4774246
12829,17.462204,78.3530502
12830,17.4049263,78.5871887
12831,17.4370594,78.3849106
12832,17.4575806,78.3722153
12833,17.4148884,78.4497299
12834,17.4294376,78.374794
12835,17.4562244,78.3990479
12836,17.4186287,78.4458466
12837,17.3870201,78.4761505
12838,17.4132576,78.465477
12839,17.440979,78.3967285
12840,17.3879128,78.4420319
12841,17.3967667,78.4237747
12842,17.4123135,78.5102539
12843,17.3722172,78.5234299
12844,17.4290638,78.4509277
12845,17.4332523,78.4265594
12846,17.4468594,78.4846344
12847,17.4061737,78.4608231
12848,17.3958874,78.5029602
12849,17.4427528,78.3826065
12850,17.4430809,78.3800125
12851,17.45471,78.3913727
12852,17.4675331,78.4289398
12853,17.4434395,78.4756165
12854,17.4471798,78.3789444
12855,17.4479542,78.3744049
12856,17.3968506,78.5306778
12857,17.4152012,78.3938828
12858,17.497242,78.3929901
12859,17.3998947,78.4963379
12860,17.4175224,78.4124603
12861,17.4212742,78.3749924
12862,17.4427948,78.3697205
12863,17.3837223,78.4907532
12864,17.3878021,78.4772491
12865,17.4201622,78.3473969
12866,17.4349289,78.3836899
12867,17.4433899,78.380188
12868,17.4077168,78.4897461
12869,17.4427414,78.3798904
12870,17.4394493,78.4574585
12871,17.4928265,78.3956985
12872,17.4374771,78.3829727
12873,17.4266529,78.4387741
12874,17.4622097,78.3507767
12875,17.4243355,78.4613647
12876,17.4434738,78.3681946
12877,17.4249363,78.3785095
12878,17.4689865,78.4279099
12879,17.4472733,78.3726807
12880,17.4150219,78.4495468
12881,17.403223,78.5011902
12882,17.4470119,78.3740082
12883,17.4956379,78.3951569
12884,17.4469967,78.3741302
12885,17.3919201,78.4900436
12886,17.4149647,78.4468307
12887,17.4440861,78.3817596
12888,17.4506359,78.3714828
12889,17.4232693,78.459671
12890,17.4427204,78.3697128
12891,17.3927155,78.4343109
12892,17.4390354,78.4988403
12893,17.4409866,78.4841156
12894,17.4383144,78.3797226
12895,17.3688793,78.5182114
12896,17.4619083,78.3426056
12897,17.4545689,78.3890686
12898,17.3922615,78.5164261
12899,17.3668022,78.5251465
12900,17.4699326,78.3657227
