1,pick_lat,pick_lng
390,17.4485474,78.3920135
391,17.4328041,78.3883514
392,17.3952847,78.4549179
393,17.4110584,78.3904572
394,17.4145756,78.4112778
395,17.4366379,78.384903
396,17.4313602,78.5382843
397,17.4329147,78.4459381
398,17.4437714,78.3674469
399,17.4460468,78.5356064
400,17.4121151,78.5222855
401,17.4406395,78.3799744
402,17.4327164,78.4197388
403,17.4273891,78.507515
404,17.4042778,78.4925919
405,17.4217262,78.5037231
406,17.4377079,78.3828659
407,17.3889408,78.496788
408,17.4456062,78.3858871
409,17.4250622,78.4576111
410,17.3676662,78.497551
411,17.4006176,78.4885254
412,17.4612904,78.5623169
413,17.4079781,78.469223
414,17.4417896,78.3769684
415,17.4940186,78.4008102
416,17.4453411,78.3857956
417,17.4344769,78.4198608
418,17.4475479,78.3844528
419,17.4291286,78.4504929
420,17.4265614,78.4523544
421,17.4546833,78.3716431
422,17.425993,78.3386307
423,17.4832993,78.5522537
424,17.5076962,78.4628296
425,17.4313164,78.4350967
426,17.4318371,78.400383
427,17.406971,78.392067
428,17.4068947,78.4961243
429,17.4227428,78.4285965
430,17.4988346,78.3859558
431,17.3933697,78.4920883
432,17.4478073,78.3751297
433,17.4250069,78.3788834
434,17.454546,78.4091644
435,17.4535675,78.3795853
436,17.3979168,78.5123062
437,17.3986607,78.4437943
438,17.3418713,78.5479813
439,17.383997,78.4670486
440,17.3906307,78.4898376
441,17.4439831,78.3746109
442,17.4426994,78.3698578
443,17.4246788,78.4573364
444,17.4325066,78.3446503
445,17.3926487,78.4704056
446,17.4015217,78.4911041
447,17.4806309,78.3945923
448,17.3995075,78.50634
449,17.4546833,78.3716431
450,17.461504,78.3553238
451,17.4773293,78.4210739
452,17.447588,78.5218735
453,17.3644886,78.4281921
454,17.4219246,78.5042114
455,17.5200806,78.3963547
456,17.4363842,78.4824448
457,17.3850994,78.4833603
458,17.3627625,78.4749222
459,17.4238949,78.4936142
460,17.3953114,78.4925842
461,17.4486542,78.3568268
462,17.455925,78.3738251
463,17.4471436,78.4965439
464,17.4328175,78.3742523
465,17.4182549,78.5846405
466,17.4797192,78.4839325
467,17.4446945,78.3863907
468,17.3990459,78.4484558
469,17.446373,78.3612823
470,17.4513454,78.3672943
471,17.4268169,78.4319077
472,17.4480534,78.3744583
473,17.4404221,78.3645096
474,17.4473209,78.3771133
475,17.4302425,78.4086609
476,17.453846,78.3659897
477,17.436533,78.3473053
478,17.4427185,78.3699493
479,17.4354553,78.3823547
480,17.4045696,78.4645004
481,17.4375114,78.3838425
482,17.4206181,78.411293
483,17.4152546,78.4980545
484,17.4307957,78.4076843
485,17.4417763,78.4878616
486,17.4263191,78.4238663
487,17.4179916,78.4003143
488,17.4514809,78.3714294
489,17.4494896,78.3734818
490,17.4947147,78.421875
491,17.4470692,78.3746185
492,17.4684315,78.3665771
493,17.4986305,78.388298
494,17.4466686,78.3591766
495,17.4051113,78.482132
496,17.4165459,78.4608765
497,17.4459076,78.3586578
498,17.4265366,78.5308762
499,17.4286346,78.4509277
500,17.4486332,78.3591919
501,17.4984188,78.3879852
502,17.4495087,78.3636246
503,17.4340725,78.4270172
504,17.427166,78.4528122
505,17.4935589,78.3940735
506,17.4068356,78.4897156
507,17.4361458,78.3473434
508,17.4064579,78.4026413
509,17.3900394,78.5163956
510,17.4259815,78.4530182
511,17.454771,78.3641663
512,17.4844494,78.413826
513,17.4045258,78.4489899
514,17.4502277,78.4483948
515,17.3905563,78.4499893
516,17.4456406,78.3518906
517,17.4475784,78.3789291
518,17.4344711,78.4042511
519,17.4429874,78.3699112
520,17.426796,78.4066238
521,17.4491711,78.3642044
522,17.4331837,78.5065231
523,17.4370556,78.3850632
524,17.4443321,78.3824768
525,17.4083309,78.4506607
526,17.4472485,78.49646
527,17.4124184,78.4977036
528,17.4265213,78.4172821
529,17.4325581,78.344696
530,17.4525013,78.3637238
531,17.4427567,78.369812
532,17.3934994,78.5082169
533,17.4527454,78.4218063
534,17.396244,78.4250717
535,17.4245949,78.5358963
536,17.4253559,78.3785324
537,17.4122047,78.410553
538,17.4368649,78.394371
539,17.4060116,78.4159393
540,17.4372349,78.3802109
541,17.4197979,78.3441086
542,17.4404392,78.4819336
543,17.4326725,78.3736954
544,17.4510212,78.3806305
545,17.4419594,78.430603
546,17.4006176,78.5130386
547,17.4946289,78.3866959
548,17.4487095,78.3569183
549,17.4363575,78.4887314
550,17.4072552,78.4403687
551,17.3940868,78.489624
552,17.4469528,78.3794022
553,17.4552898,78.3720856
554,17.3938465,78.4897995
555,17.4142704,78.4117584
556,17.4267235,78.5213547
557,17.3923969,78.4584122
558,17.5236225,78.3958359
559,17.4488659,78.5023956
560,17.4377804,78.388588
561,17.4564953,78.3644791
562,17.4192104,78.3827209
563,17.4031925,78.482872
564,17.415884,78.443718
565,17.3937836,78.4379044
566,17.4137268,78.424408
567,17.4083328,78.4510345
568,17.444685,78.3525009
569,17.3939762,78.4426498
570,17.4374199,78.3662796
571,17.4421825,78.3579712
572,17.3912296,78.5161514
573,17.4535065,78.3715973
574,17.3815804,78.5620575
575,17.3940697,78.4867249
576,17.4078217,78.4560394
577,17.3985462,78.4059906
578,17.4041348,78.4649048
579,17.4263039,78.5305481
580,17.4697552,78.3856812
581,17.4126911,78.452713
582,17.4520016,78.3917999
583,17.4469662,78.3918457
584,17.4648666,78.3650208
585,17.4227104,78.3321609
586,17.3713589,78.5388489
587,17.38941,78.4975204
588,17.3684254,78.5227585
589,17.4061012,78.4098206
590,17.4526176,78.3799515
591,17.4019566,78.5085602
592,17.45187,78.3700714
593,17.4866791,78.3994293
594,17.387743,78.4772415
595,17.442709,78.3695602
596,17.4053936,78.5598831
597,17.442688,78.3696365
598,17.4209957,78.5401001
599,17.4008713,78.4884796
600,17.4108486,78.5023956
601,17.4037857,78.4086609
602,17.4351158,78.4182205
603,17.4070721,78.4822617
604,17.4541512,78.3885651
605,17.3947353,78.4424133
606,17.4239845,78.4571152
607,17.3918228,78.4936295
608,17.4375,78.3829956
609,17.4251137,78.4212799
610,17.4386215,78.4428864
611,17.4422035,78.4824524
612,17.3944225,78.484787
613,17.4301224,78.4426575
614,17.4153843,78.4492874
615,17.4428806,78.3700714
616,17.4069633,78.3847351
617,17.4187984,78.3435135
618,17.3989544,78.4455795
619,17.3907261,78.4866943
620,17.460268,78.3546829
621,17.4371986,78.4583206
622,17.4344749,78.5027847
623,17.434864,78.3684616
624,17.4262886,78.4324875
625,17.4586926,78.4763412
626,17.3914509,78.4980774
627,17.4432964,78.4768677
628,17.394516,78.4423065
629,17.4364929,78.4009933
630,17.4376087,78.3829422
631,17.4950752,78.3436279
632,17.4264183,78.5442886
633,17.4391403,78.3982925
634,17.4470749,78.3731766
635,17.4426956,78.3699951
636,17.4181995,78.5163803
637,17.4366817,78.3669052
638,17.4889488,78.3825836
639,17.4370155,78.385025
640,17.4425774,78.367218
641,17.3543282,78.4989624
642,17.4372463,78.3959427
643,17.4351425,78.4452667
644,17.4426384,78.3699341
645,17.4520645,78.389061
646,17.4333076,78.3863602
647,17.4986305,78.389183
648,17.4499683,78.3635635
649,17.3911266,78.4600372
650,17.4732838,78.3721085
651,17.4378643,78.394722
652,17.4020672,78.3725052
653,17.4427528,78.3696976
654,17.4533157,78.3673019
655,17.4607124,78.3681564
656,17.4019203,78.5603561
657,17.4409885,78.4477463
658,17.4417095,78.3809357
659,17.4428616,78.3695145
660,17.444025,78.380928
661,17.405447,78.460907
662,17.4295349,78.4569473
663,17.4459305,78.3933487
664,17.4391479,78.3983307
665,17.4237461,78.4129944
666,17.433979,78.3846664
667,17.4132404,78.4483719
668,17.4179382,78.4520874
669,17.4057369,78.4608154
670,17.45718,78.3839569
671,17.4659557,78.3764038
672,17.453968,78.3828888
673,17.4372749,78.4464569
674,17.4301777,78.4373169
675,17.3901215,78.493187
676,17.4066353,78.4973907
677,17.4260254,78.4214325
678,17.4935551,78.4014206
679,17.4588318,78.3847351
680,17.3839455,78.4589233
681,17.4371681,78.4426498
682,17.4266777,78.4386673
683,17.4637756,78.3502121
684,17.4513416,78.3719482
685,17.4429512,78.369812
686,17.4183216,78.3622589
687,17.4407177,78.3913803
688,17.3720856,78.523613
689,17.4119949,78.4427109
690,17.4414673,78.3886719
691,17.4371815,78.3840942
692,17.4441414,78.3920593
693,17.4418583,78.445694
694,17.4251938,78.3787079
695,17.4044094,78.4813538
696,17.4251537,78.378334
697,17.4263477,78.3407059
698,17.3750191,78.5410995
699,17.4259243,78.4213791
700,17.4454155,78.3870239
701,17.4655571,78.3672943
702,17.4372406,78.3832474
703,17.4265995,78.4150391
704,17.4006977,78.4880295
705,17.4480629,78.3744812
706,17.3976021,78.4925842
707,17.3520641,78.5074844
708,17.4243507,78.4513092
709,17.4337578,78.4411316
710,17.4388618,78.3633118
711,17.4524632,78.5023804
712,17.4200897,78.3473663
713,17.3959637,78.4236069
714,17.4238319,78.4634399
715,17.4365349,78.4564667
716,17.4962788,78.372612
717,17.484087,78.3600922
718,17.4321041,78.4472427
719,17.4579163,78.3708496
720,17.3896503,78.4992371
721,17.4893227,78.3459015
722,17.4374237,78.4828339
723,17.4578342,78.3712463
724,17.4031963,78.4656906
725,17.4370956,78.3850708
726,17.4355259,78.449791
727,17.4370346,78.3849716
728,17.383688,78.4657669
729,17.4038353,78.4123459
730,17.455637,78.3760376
731,17.4477558,78.3750381
732,17.4786739,78.3922806
733,17.4370918,78.4432449
734,17.385973,78.4733124
735,17.4408741,78.3778458
736,17.4416752,78.4469604
737,17.4675217,78.3562546
738,17.4546394,78.3639526
739,17.4793358,78.3932037
740,17.3555927,78.4541779
741,17.4378815,78.3820114
742,17.4223156,78.3327637
743,17.3985825,78.3719482
744,17.4263859,78.4570847
745,17.4390488,78.4367905
746,17.4085884,78.5098343
747,17.4499111,78.5158691
748,17.4426365,78.3697815
749,17.4440041,78.470871
750,17.4129848,78.5019073
751,17.4408722,78.5045242
752,17.4124985,78.4885559
753,17.4476357,78.3744431
754,17.4142017,78.4461975
755,17.4387722,78.3808594
756,17.4371929,78.4588776
757,17.4440174,78.3586731
758,17.4406967,78.3774185
759,17.4578705,78.39888
760,17.3986168,78.4144745
761,17.4523754,78.3637466
762,17.4363937,78.4443665
763,17.4564323,78.368782
764,17.4136143,78.4455261
765,17.4511929,78.3715286
766,17.3964176,78.4800797
767,17.4486065,78.357048
768,17.4490738,78.4245071
769,17.3970222,78.5168152
770,17.436182,78.4563293
771,17.4092331,78.4382629
772,17.4052563,78.4517136
773,17.4261208,78.4211807
774,17.3946533,78.4998932
775,17.442646,78.3701019
776,17.3997612,78.3887405
777,17.444561,78.3922043
778,17.4477272,78.3745346
779,17.452692,78.3908691
780,17.428278,78.4174805
781,17.4481106,78.3745117
782,17.4430428,78.3700714
783,17.3999195,78.4786301
784,17.4089909,78.4902802
785,17.4478321,78.4327164
786,17.4121742,78.4080811
787,17.3955994,78.4894638
788,17.4203796,78.4414673
789,17.4170609,78.3907852
790,17.4264603,78.4345932
791,17.3968792,78.5170975
792,17.4558506,78.4288483
793,17.4252377,78.3786392
794,17.4388943,78.493187
795,17.4427814,78.3696899
796,17.4295464,78.4185028
797,17.4081573,78.4476929
798,17.4070721,78.5129242
799,17.3969288,78.5170059
800,17.4490185,78.3839111
801,17.4459553,78.351593
802,17.4047508,78.4955597
803,17.4292336,78.450882
804,17.4657173,78.3419266
805,17.4176159,78.5432358
806,17.4369488,78.4432144
807,17.4261684,78.4211807
808,17.4358482,78.3439026
809,17.4331303,78.3866806
810,17.419857,78.3441391
811,17.3772392,78.4925385
812,17.4143391,78.4042282
813,17.4515572,78.3667908
814,17.4971161,78.3866806
815,17.4445858,78.3861847
816,17.4248695,78.4218597
817,17.4054565,78.5001221
818,17.4037628,78.4654694
819,17.4296417,78.4474564
820,17.4105339,78.548851
821,17.3766365,78.4776917
822,17.4130287,78.5058823
823,17.4568558,78.3689575
824,17.4017296,78.4845505
825,17.4373398,78.3838654
826,17.4640045,78.458046
827,17.438015,78.3818207
828,17.4513588,78.3715744
829,17.4686356,78.3614426
830,17.4420471,78.4873047
831,17.4301472,78.4342194
832,17.4981346,78.363678
833,17.4363575,78.3948212
834,17.405489,78.4763565
835,17.4260998,78.4487305
836,17.4666214,78.429039
837,17.4225521,78.3826447
838,17.4106808,78.4497681
839,17.4158669,78.4438171
840,17.4539642,78.3659058
841,17.4370861,78.3848343
842,17.4716606,78.3868942
843,17.3745403,78.5000763
844,17.4412479,78.5223007
845,17.428175,78.5291061
846,17.4581356,78.3711166
847,17.4455357,78.3806992
848,17.4583378,78.4774933
849,17.432394,78.3819656
850,17.4849224,78.3893356
851,17.4468803,78.3698349
852,17.4242573,78.4613724
853,17.4848938,78.389061
854,17.4426289,78.3701553
855,17.3985691,78.4143753
856,17.4427662,78.3698425
857,17.4287643,78.4506454
858,17.4535656,78.3708038
859,17.4047947,78.5120392
860,17.4617386,78.4930038
861,17.4517155,78.3945999
862,17.4479275,78.3747864
863,17.407814,78.4690704
864,17.3899193,78.4988098
865,17.3947906,78.4552689
866,17.434845,78.4890518
867,17.4260025,78.4490509
868,17.4325352,78.3822327
869,17.4282837,78.4253693
870,17.4438572,78.3772659
871,17.4469299,78.3736115
872,17.4394169,78.3635864
873,17.4331913,78.43293
874,17.434845,78.3685532
875,17.4208374,78.4368973
876,17.4444408,78.3862457
877,17.4337692,78.4455261
878,17.3917999,78.4763336
879,17.4487495,78.3571472
880,17.4010582,78.4993439
881,17.4486561,78.3554153
882,17.401535,78.3856277
883,17.4417686,78.3802109
884,17.4497452,78.3819122
885,17.4533367,78.5620041
886,17.4146652,78.3936691
887,17.4353943,78.3924866
888,17.4425583,78.3699188
889,17.420763,78.4419861
890,17.4965057,78.3623581
891,17.3896122,78.4401245
892,17.4699287,78.3653793
893,17.3965683,78.4954376
894,17.424139,78.4283752
895,17.4429989,78.3923035
896,17.4489975,78.3918991
897,17.3963871,78.4962082
898,17.4041481,78.5153732
899,17.4160824,78.4856186
900,17.4971561,78.3865967
901,17.4657383,78.486824
902,17.4409485,78.3915482
903,17.4059582,78.3903503
904,17.4587765,78.3672791
905,17.4236908,78.3409195
906,17.4301434,78.40242
907,17.4008751,78.4868469
908,17.4483013,78.4966583
909,17.4391518,78.4367142
910,17.4097519,78.4360275
911,17.4418888,78.3627625
912,17.4161072,78.4393234
913,17.3987217,78.5070724
914,17.4472904,78.3729935
915,17.3989086,78.4856186
916,17.41395,78.449028
917,17.4416199,78.3844833
918,17.4621582,78.4912643
919,17.4419365,78.3805923
920,17.453516,78.3707504
921,17.4489822,78.3621445
922,17.3992596,78.5046158
923,17.3782005,78.4837112
924,17.4433441,78.4904022
925,17.4193611,78.5415344
926,17.4225388,78.3325424
927,17.4547844,78.3701553
928,17.4377327,78.3793564
929,17.4346275,78.3681946
930,17.4206524,78.3446579
931,17.4575558,78.4902954
932,17.5187588,78.3850937
933,17.4217606,78.3381653
934,17.4041405,78.4950104
935,17.4188728,78.4303055
936,17.4010715,78.4763031
937,17.4549007,78.3812408
938,17.3893166,78.4706955
939,17.4973221,78.3837204
940,17.4250278,78.3786316
941,17.4395256,78.5050583
942,17.3668003,78.5164948
943,17.4372311,78.4965363
944,17.4535236,78.3708496
945,17.4712238,78.3880615
946,17.4964237,78.4063339
947,17.4343452,78.3685379
948,17.4262943,78.4178619
949,17.4325905,78.4970322
950,17.4255104,78.5481339
951,17.3858871,78.4794617
952,17.4703503,78.384613
953,17.4261475,78.4213104
954,17.4343758,78.3688965
955,17.429718,78.342865
956,17.430172,78.4252625
957,17.4469433,78.3736496
958,17.3525887,78.5063553
959,17.3958683,78.5029221
960,17.4063663,78.3919601
961,17.3676624,78.5247726
962,17.3840351,78.4894104
963,17.4239311,78.4578552
964,17.4199486,78.4566422
965,17.3774929,78.5461273
966,17.4877396,78.3532562
967,17.4160042,78.4425964
968,17.3830147,78.4656525
969,17.4103794,78.5077667
970,17.4537315,78.370903
971,17.431551,78.4443207
972,17.4433632,78.3696518
973,17.4459305,78.5083847
974,17.4847317,78.389122
975,17.4345665,78.5009689
976,17.441,78.3911057
977,17.4093533,78.484314
978,17.4423618,78.3692856
979,17.4050407,78.4855881
980,17.4046898,78.5868301
981,17.4489174,78.3747711
982,17.4517269,78.3703156
983,17.4305763,78.4926682
984,17.4420738,78.4404831
985,17.4210072,78.4107971
986,17.3888798,78.496788
987,17.4056969,78.4843597
988,17.4983406,78.3895264
989,17.4099007,78.4499359
990,17.4268074,78.3317108
991,17.4429741,78.3698807
992,17.4430733,78.4952164
993,17.4370308,78.3844223
994,17.491972,78.4088135
995,17.4338074,78.3661118
996,17.4488029,78.3632736
997,17.4368801,78.3847809
998,17.4460716,78.374733
999,17.4460773,78.3526688
1000,17.4317226,78.3745728
1001,17.3907967,78.4963989
1002,17.4010391,78.4140015
1003,17.3932056,78.4311371
1004,17.3859062,78.4398956
1005,17.4299507,78.428299
1006,17.4475784,78.3743973
1007,17.3913116,78.4869156
1008,17.437891,78.3888016
1009,17.3734303,78.4215775
1010,17.4366436,78.3971863
1011,17.4114666,78.4906998
